cvpj,cvpj,cvpj,cvpj,cvpj,cvpj,vst2,vst2,vst3,vst3
bitcrushsweep3l,bitCrushSweep3l,0.0,0.0,1.0,Bit Crush Sweep 3 Lock,191,Bit Crush Sweep 3 Lock,191,Bit Crush Sweep 3 Lock
wavetype4,waveType4,0.0,0.0,8.0,Wave Type 4,192,Wave Type 4,192,Wave Type 4
mastervolume4,masterVolume4,0.5,0.0,1.0,Master Volume 4,193,Master Volume 4,193,Master Volume 4
attacktime4,attackTime4,0.0,0.0,1.0,Attack Time 4,194,Attack Time 4,194,Attack Time 4
sustaintime4,sustainTime4,0.107645258307457,0.0,1.0,Sustain Time 4,195,Sustain Time 4,195,Sustain Time 4
sustainpunch4,sustainPunch4,0.0,0.0,1.0,Punch 4,196,Punch 4,196,Punch 4
decaytime4,decayTime4,0.1629713773727417,0.0,1.0,Decay Time 4,197,Decay Time 4,197,Decay Time 4
compressionamount4,compressionAmount4,0.300000011920929,0.0,1.0,Compression 4,198,Compression 4,198,Compression 4
startfrequency4,startFrequency4,0.3963069915771484,0.0,1.0,Frequency 4,199,Frequency 4,199,Frequency 4
minfrequency4,minFrequency4,0.0,0.0,1.0,Frequency Cutoff 4,200,Frequency Cutoff 4,200,Frequency Cutoff 4
slide4,slide4,0.157252699136734,-1.0,1.0,Frequency Slide 4,201,Frequency Slide 4,201,Frequency Slide 4
deltaslide4,deltaSlide4,0.0,-1.0,1.0,Delta Slide 4,202,Delta Slide 4,202,Delta Slide 4
vibratodepth4,vibratoDepth4,0.0,0.0,1.0,Vibrato Depth 4,203,Vibrato Depth 4,203,Vibrato Depth 4
vibratospeed4,vibratoSpeed4,0.0,0.0,1.0,Vibrato Speed 4,204,Vibrato Speed 4,204,Vibrato Speed 4
overtones4,overtones4,0.0,0.0,1.0,Harmonics 4,205,Harmonics 4,205,Harmonics 4
overtonefalloff4,overtoneFalloff4,0.0,0.0,1.0,Harmonics Falloff 4,206,Harmonics Falloff 4,206,Harmonics Falloff 4
changerepeat4,changeRepeat4,0.0,0.0,1.0,Pitch Jump Repeat Speed 4,207,Pitch Jump Repeat Speed 4,207,Pitch Jump Repeat Speed 4
changeamount4,changeAmount4,0.0,-1.0,1.0,Pitch Jump Amount 1 4,208,Pitch Jump Amount 1 4,208,Pitch Jump Amount 1 4
changespeed4,changeSpeed4,0.0,0.0,1.0,Pitch Jump Onset 1 4,209,Pitch Jump Onset 1 4,209,Pitch Jump Onset 1 4
changeamount24,changeAmount24,0.0,-1.0,1.0,Pitch Jump Amount 2 4,210,Pitch Jump Amount 2 4,210,Pitch Jump Amount 2 4
changespeed24,changeSpeed24,0.0,0.0,1.0,Pitch Jump Onset 2 4,211,Pitch Jump Onset 2 4,211,Pitch Jump Onset 2 4
squareduty4,squareDuty4,0.1386417895555496,0.0,1.0,Square Duty 4,212,Square Duty 4,212,Square Duty 4
dutysweep4,dutySweep4,0.0,-1.0,1.0,Duty Sweep 4,213,Duty Sweep 4,213,Duty Sweep 4
repeatspeed4,repeatSpeed4,0.0,0.0,1.0,Repeat Speed 4,214,Repeat Speed 4,214,Repeat Speed 4
flangeroffset4,flangerOffset4,0.0,-1.0,1.0,Flanger Offset 4,215,Flanger Offset 4,215,Flanger Offset 4
flangersweep4,flangerSweep4,0.0,-1.0,1.0,Flanger Sweep 4,216,Flanger Sweep 4,216,Flanger Sweep 4
lpfiltercutoff4,lpFilterCutoff4,1.0,0.0,1.0,LP Filter Cutoff 4,217,LP Filter Cutoff 4,217,LP Filter Cutoff 4
lpfiltercutoffsweep4,lpFilterCutoffSweep4,0.0,-1.0,1.0,LP Filter Cutoff Sweep 4,218,LP Filter Cutoff Sweep 4,218,LP Filter Cutoff Sweep 4
lpfilterresonance4,lpFilterResonance4,0.0,0.0,1.0,LP Filter Resonance 4,219,LP Filter Resonance 4,219,LP Filter Resonance 4
hpfiltercutoff4,hpFilterCutoff4,0.0,0.0,1.0,HP Filter Cutoff 4,220,HP Filter Cutoff 4,220,HP Filter Cutoff 4
hpfiltercutoffsweep4,hpFilterCutoffSweep4,0.0,-1.0,1.0,HP Filter Cutoff Sweep 4,221,HP Filter Cutoff Sweep 4,221,HP Filter Cutoff Sweep 4
bitcrush4,bitCrush4,0.0,0.0,1.0,Bit Crush 4,222,Bit Crush 4,222,Bit Crush 4
bitcrushsweep4,bitCrushSweep4,0.0,-1.0,1.0,Bit Crush Sweep 4,223,Bit Crush Sweep 4,223,Bit Crush Sweep 4
wavetype4l,waveType4l,0.0,0.0,1.0,Wave Type 4 Lock,224,Wave Type 4 Lock,224,Wave Type 4 Lock
mastervolume4l,masterVolume4l,1.0,0.0,1.0,Master Volume 4 Lock,225,Master Volume 4 Lock,225,Master Volume 4 Lock
attacktime4l,attackTime4l,0.0,0.0,1.0,Attack Time 4 Lock,226,Attack Time 4 Lock,226,Attack Time 4 Lock
sustaintime4l,sustainTime4l,0.0,0.0,1.0,Sustain Time 4 Lock,227,Sustain Time 4 Lock,227,Sustain Time 4 Lock
sustainpunch4l,sustainPunch4l,0.0,0.0,1.0,Punch 4 Lock,228,Punch 4 Lock,228,Punch 4 Lock
decaytime4l,decayTime4l,0.0,0.0,1.0,Decay Time 4 Lock,229,Decay Time 4 Lock,229,Decay Time 4 Lock
compressionamount4l,compressionAmount4l,0.0,0.0,1.0,Compression 4 Lock,230,Compression 4 Lock,230,Compression 4 Lock
startfrequency4l,startFrequency4l,0.0,0.0,1.0,Frequency 4 Lock,231,Frequency 4 Lock,231,Frequency 4 Lock
minfrequency4l,minFrequency4l,0.0,0.0,1.0,Frequency Cutoff 4 Lock,232,Frequency Cutoff 4 Lock,232,Frequency Cutoff 4 Lock
slide4l,slide4l,0.0,0.0,1.0,Frequency Slide 4 Lock,233,Frequency Slide 4 Lock,233,Frequency Slide 4 Lock
deltaslide4l,deltaSlide4l,0.0,0.0,1.0,Delta Slide 4 Lock,234,Delta Slide 4 Lock,234,Delta Slide 4 Lock
vibratodepth4l,vibratoDepth4l,0.0,0.0,1.0,Vibrato Depth 4 Lock,235,Vibrato Depth 4 Lock,235,Vibrato Depth 4 Lock
vibratospeed4l,vibratoSpeed4l,0.0,0.0,1.0,Vibrato Speed 4 Lock,236,Vibrato Speed 4 Lock,236,Vibrato Speed 4 Lock
overtones4l,overtones4l,0.0,0.0,1.0,Harmonics 4 Lock,237,Harmonics 4 Lock,237,Harmonics 4 Lock
overtonefalloff4l,overtoneFalloff4l,0.0,0.0,1.0,Harmonics Falloff 4 Lock,238,Harmonics Falloff 4 Lock,238,Harmonics Falloff 4 Lock
changerepeat4l,changeRepeat4l,0.0,0.0,1.0,Pitch Jump Repeat Speed 4 Lock,239,Pitch Jump Repeat Speed 4 Lock,239,Pitch Jump Repeat Speed 4 Lock
changeamount4l,changeAmount4l,0.0,0.0,1.0,Pitch Jump Amount 1 4 Lock,240,Pitch Jump Amount 1 4 Lock,240,Pitch Jump Amount 1 4 Lock
changespeed4l,changeSpeed4l,0.0,0.0,1.0,Pitch Jump Onset 1 4 Lock,241,Pitch Jump Onset 1 4 Lock,241,Pitch Jump Onset 1 4 Lock
changeamount24l,changeAmount24l,0.0,0.0,1.0,Pitch Jump Amount 2 4 Lock,242,Pitch Jump Amount 2 4 Lock,242,Pitch Jump Amount 2 4 Lock
changespeed24l,changeSpeed24l,0.0,0.0,1.0,Pitch Jump Onset 2 4 Lock,243,Pitch Jump Onset 2 4 Lock,243,Pitch Jump Onset 2 4 Lock
squareduty4l,squareDuty4l,0.0,0.0,1.0,Square Duty 4 Lock,244,Square Duty 4 Lock,244,Square Duty 4 Lock
dutysweep4l,dutySweep4l,0.0,0.0,1.0,Duty Sweep 4 Lock,245,Duty Sweep 4 Lock,245,Duty Sweep 4 Lock
repeatspeed4l,repeatSpeed4l,0.0,0.0,1.0,Repeat Speed 4 Lock,246,Repeat Speed 4 Lock,246,Repeat Speed 4 Lock
flangeroffset4l,flangerOffset4l,0.0,0.0,1.0,Flanger Offset 4 Lock,247,Flanger Offset 4 Lock,247,Flanger Offset 4 Lock
flangersweep4l,flangerSweep4l,0.0,0.0,1.0,Flanger Sweep 4 Lock,248,Flanger Sweep 4 Lock,248,Flanger Sweep 4 Lock
lpfiltercutoff4l,lpFilterCutoff4l,0.0,0.0,1.0,LP Filter Cutoff 4 Lock,249,LP Filter Cutoff 4 Lock,249,LP Filter Cutoff 4 Lock
lpfiltercutoffsweep4l,lpFilterCutoffSweep4l,0.0,0.0,1.0,LP Filter Cutoff Sweep 4 Lock,250,LP Filter Cutoff Sweep 4 Lock,250,LP Filter Cutoff Sweep 4 Lock
lpfilterresonance4l,lpFilterResonance4l,0.0,0.0,1.0,LP Filter Resonance 4 Lock,251,LP Filter Resonance 4 Lock,251,LP Filter Resonance 4 Lock
hpfiltercutoff4l,hpFilterCutoff4l,0.0,0.0,1.0,HP Filter Cutoff 4 Lock,252,HP Filter Cutoff 4 Lock,252,HP Filter Cutoff 4 Lock
hpfiltercutoffsweep4l,hpFilterCutoffSweep4l,0.0,0.0,1.0,HP Filter Cutoff Sweep 4 Lock,253,HP Filter Cutoff Sweep 4 Lock,253,HP Filter Cutoff Sweep 4 Lock
bitcrush4l,bitCrush4l,0.0,0.0,1.0,Bit Crush 4 Lock,254,Bit Crush 4 Lock,254,Bit Crush 4 Lock
bitcrushsweep4l,bitCrushSweep4l,0.0,0.0,1.0,Bit Crush Sweep 4 Lock,255,Bit Crush Sweep 4 Lock,255,Bit Crush Sweep 4 Lock
wavetype5,waveType5,1.0,0.0,8.0,Wave Type 5,256,Wave Type 5,256,Wave Type 5
mastervolume5,masterVolume5,0.5,0.0,1.0,Master Volume 5,257,Master Volume 5,257,Master Volume 5
attacktime5,attackTime5,0.0,0.0,1.0,Attack Time 5,258,Attack Time 5,258,Attack Time 5
sustaintime5,sustainTime5,0.3970775306224823,0.0,1.0,Sustain Time 5,259,Sustain Time 5,259,Sustain Time 5
sustainpunch5,sustainPunch5,0.0,0.0,1.0,Punch 5,260,Punch 5,260,Punch 5
decaytime5,decayTime5,0.3610389828681946,0.0,1.0,Decay Time 5,261,Decay Time 5,261,Decay Time 5
compressionamount5,compressionAmount5,0.300000011920929,0.0,1.0,Compression 5,262,Compression 5,262,Compression 5
startfrequency5,startFrequency5,0.2794146537780762,0.0,1.0,Frequency 5,263,Frequency 5,263,Frequency 5
minfrequency5,minFrequency5,0.0,0.0,1.0,Frequency Cutoff 5,264,Frequency Cutoff 5,264,Frequency Cutoff 5
slide5,slide5,0.1234427094459534,-1.0,1.0,Frequency Slide 5,265,Frequency Slide 5,265,Frequency Slide 5
deltaslide5,deltaSlide5,0.0,-1.0,1.0,Delta Slide 5,266,Delta Slide 5,266,Delta Slide 5
vibratodepth5,vibratoDepth5,0.0,0.0,1.0,Vibrato Depth 5,267,Vibrato Depth 5,267,Vibrato Depth 5
vibratospeed5,vibratoSpeed5,0.0,0.0,1.0,Vibrato Speed 5,268,Vibrato Speed 5,268,Vibrato Speed 5
overtones5,overtones5,0.0,0.0,1.0,Harmonics 5,269,Harmonics 5,269,Harmonics 5
overtonefalloff5,overtoneFalloff5,0.0,0.0,1.0,Harmonics Falloff 5,270,Harmonics Falloff 5,270,Harmonics Falloff 5
changerepeat5,changeRepeat5,0.0,0.0,1.0,Pitch Jump Repeat Speed 5,271,Pitch Jump Repeat Speed 5,271,Pitch Jump Repeat Speed 5
changeamount5,changeAmount5,0.0,-1.0,1.0,Pitch Jump Amount 1 5,272,Pitch Jump Amount 1 5,272,Pitch Jump Amount 1 5
changespeed5,changeSpeed5,0.0,0.0,1.0,Pitch Jump Onset 1 5,273,Pitch Jump Onset 1 5,273,Pitch Jump Onset 1 5
changeamount25,changeAmount25,0.0,-1.0,1.0,Pitch Jump Amount 2 5,274,Pitch Jump Amount 2 5,274,Pitch Jump Amount 2 5
changespeed25,changeSpeed25,0.0,0.0,1.0,Pitch Jump Onset 2 5,275,Pitch Jump Onset 2 5,275,Pitch Jump Onset 2 5
squareduty5,squareDuty5,0.0,0.0,1.0,Square Duty 5,276,Square Duty 5,276,Square Duty 5
dutysweep5,dutySweep5,0.0,-1.0,1.0,Duty Sweep 5,277,Duty Sweep 5,277,Duty Sweep 5
repeatspeed5,repeatSpeed5,0.4930806457996368,0.0,1.0,Repeat Speed 5,278,Repeat Speed 5,278,Repeat Speed 5
flangeroffset5,flangerOffset5,0.0,-1.0,1.0,Flanger Offset 5,279,Flanger Offset 5,279,Flanger Offset 5
flangersweep5,flangerSweep5,0.0,-1.0,1.0,Flanger Sweep 5,280,Flanger Sweep 5,280,Flanger Sweep 5
lpfiltercutoff5,lpFilterCutoff5,1.0,0.0,1.0,LP Filter Cutoff 5,281,LP Filter Cutoff 5,281,LP Filter Cutoff 5
lpfiltercutoffsweep5,lpFilterCutoffSweep5,0.0,-1.0,1.0,LP Filter Cutoff Sweep 5,282,LP Filter Cutoff Sweep 5,282,LP Filter Cutoff Sweep 5
lpfilterresonance5,lpFilterResonance5,0.0,0.0,1.0,LP Filter Resonance 5,283,LP Filter Resonance 5,283,LP Filter Resonance 5
hpfiltercutoff5,hpFilterCutoff5,0.0,0.0,1.0,HP Filter Cutoff 5,284,HP Filter Cutoff 5,284,HP Filter Cutoff 5
hpfiltercutoffsweep5,hpFilterCutoffSweep5,0.0,-1.0,1.0,HP Filter Cutoff Sweep 5,285,HP Filter Cutoff Sweep 5,285,HP Filter Cutoff Sweep 5
bitcrush5,bitCrush5,0.0,0.0,1.0,Bit Crush 5,286,Bit Crush 5,286,Bit Crush 5
bitcrushsweep5,bitCrushSweep5,0.0,-1.0,1.0,Bit Crush Sweep 5,287,Bit Crush Sweep 5,287,Bit Crush Sweep 5
wavetype5l,waveType5l,0.0,0.0,1.0,Wave Type 5 Lock,288,Wave Type 5 Lock,288,Wave Type 5 Lock
mastervolume5l,masterVolume5l,1.0,0.0,1.0,Master Volume 5 Lock,289,Master Volume 5 Lock,289,Master Volume 5 Lock
attacktime5l,attackTime5l,0.0,0.0,1.0,Attack Time 5 Lock,290,Attack Time 5 Lock,290,Attack Time 5 Lock
sustaintime5l,sustainTime5l,0.0,0.0,1.0,Sustain Time 5 Lock,291,Sustain Time 5 Lock,291,Sustain Time 5 Lock
sustainpunch5l,sustainPunch5l,0.0,0.0,1.0,Punch 5 Lock,292,Punch 5 Lock,292,Punch 5 Lock
decaytime5l,decayTime5l,0.0,0.0,1.0,Decay Time 5 Lock,293,Decay Time 5 Lock,293,Decay Time 5 Lock
compressionamount5l,compressionAmount5l,0.0,0.0,1.0,Compression 5 Lock,294,Compression 5 Lock,294,Compression 5 Lock
startfrequency5l,startFrequency5l,0.0,0.0,1.0,Frequency 5 Lock,295,Frequency 5 Lock,295,Frequency 5 Lock
minfrequency5l,minFrequency5l,0.0,0.0,1.0,Frequency Cutoff 5 Lock,296,Frequency Cutoff 5 Lock,296,Frequency Cutoff 5 Lock
slide5l,slide5l,0.0,0.0,1.0,Frequency Slide 5 Lock,297,Frequency Slide 5 Lock,297,Frequency Slide 5 Lock
deltaslide5l,deltaSlide5l,0.0,0.0,1.0,Delta Slide 5 Lock,298,Delta Slide 5 Lock,298,Delta Slide 5 Lock
vibratodepth5l,vibratoDepth5l,0.0,0.0,1.0,Vibrato Depth 5 Lock,299,Vibrato Depth 5 Lock,299,Vibrato Depth 5 Lock
vibratospeed5l,vibratoSpeed5l,0.0,0.0,1.0,Vibrato Speed 5 Lock,300,Vibrato Speed 5 Lock,300,Vibrato Speed 5 Lock
overtones5l,overtones5l,0.0,0.0,1.0,Harmonics 5 Lock,301,Harmonics 5 Lock,301,Harmonics 5 Lock
overtonefalloff5l,overtoneFalloff5l,0.0,0.0,1.0,Harmonics Falloff 5 Lock,302,Harmonics Falloff 5 Lock,302,Harmonics Falloff 5 Lock
changerepeat5l,changeRepeat5l,0.0,0.0,1.0,Pitch Jump Repeat Speed 5 Lock,303,Pitch Jump Repeat Speed 5 Lock,303,Pitch Jump Repeat Speed 5 Lock
changeamount5l,changeAmount5l,0.0,0.0,1.0,Pitch Jump Amount 1 5 Lock,304,Pitch Jump Amount 1 5 Lock,304,Pitch Jump Amount 1 5 Lock
changespeed5l,changeSpeed5l,0.0,0.0,1.0,Pitch Jump Onset 1 5 Lock,305,Pitch Jump Onset 1 5 Lock,305,Pitch Jump Onset 1 5 Lock
changeamount25l,changeAmount25l,0.0,0.0,1.0,Pitch Jump Amount 2 5 Lock,306,Pitch Jump Amount 2 5 Lock,306,Pitch Jump Amount 2 5 Lock
changespeed25l,changeSpeed25l,0.0,0.0,1.0,Pitch Jump Onset 2 5 Lock,307,Pitch Jump Onset 2 5 Lock,307,Pitch Jump Onset 2 5 Lock
squareduty5l,squareDuty5l,0.0,0.0,1.0,Square Duty 5 Lock,308,Square Duty 5 Lock,308,Square Duty 5 Lock
dutysweep5l,dutySweep5l,0.0,0.0,1.0,Duty Sweep 5 Lock,309,Duty Sweep 5 Lock,309,Duty Sweep 5 Lock
repeatspeed5l,repeatSpeed5l,0.0,0.0,1.0,Repeat Speed 5 Lock,310,Repeat Speed 5 Lock,310,Repeat Speed 5 Lock
flangeroffset5l,flangerOffset5l,0.0,0.0,1.0,Flanger Offset 5 Lock,311,Flanger Offset 5 Lock,311,Flanger Offset 5 Lock
flangersweep5l,flangerSweep5l,0.0,0.0,1.0,Flanger Sweep 5 Lock,312,Flanger Sweep 5 Lock,312,Flanger Sweep 5 Lock
lpfiltercutoff5l,lpFilterCutoff5l,0.0,0.0,1.0,LP Filter Cutoff 5 Lock,313,LP Filter Cutoff 5 Lock,313,LP Filter Cutoff 5 Lock
lpfiltercutoffsweep5l,lpFilterCutoffSweep5l,0.0,0.0,1.0,LP Filter Cutoff Sweep 5 Lock,314,LP Filter Cutoff Sweep 5 Lock,314,LP Filter Cutoff Sweep 5 Lock
lpfilterresonance5l,lpFilterResonance5l,0.0,0.0,1.0,LP Filter Resonance 5 Lock,315,LP Filter Resonance 5 Lock,315,LP Filter Resonance 5 Lock
hpfiltercutoff5l,hpFilterCutoff5l,0.0,0.0,1.0,HP Filter Cutoff 5 Lock,316,HP Filter Cutoff 5 Lock,316,HP Filter Cutoff 5 Lock
hpfiltercutoffsweep5l,hpFilterCutoffSweep5l,0.0,0.0,1.0,HP Filter Cutoff Sweep 5 Lock,317,HP Filter Cutoff Sweep 5 Lock,317,HP Filter Cutoff Sweep 5 Lock
bitcrush5l,bitCrush5l,0.0,0.0,1.0,Bit Crush 5 Lock,318,Bit Crush 5 Lock,318,Bit Crush 5 Lock
bitcrushsweep5l,bitCrushSweep5l,0.0,0.0,1.0,Bit Crush Sweep 5 Lock,319,Bit Crush Sweep 5 Lock,319,Bit Crush Sweep 5 Lock
wavetype6,waveType6,3.0,0.0,8.0,Wave Type 6,320,Wave Type 6,320,Wave Type 6
mastervolume6,masterVolume6,0.5,0.0,1.0,Master Volume 6,321,Master Volume 6,321,Master Volume 6
attacktime6,attackTime6,0.0,0.0,1.0,Attack Time 6,322,Attack Time 6,322,Attack Time 6
sustaintime6,sustainTime6,0.3287020921707153,0.0,1.0,Sustain Time 6,323,Sustain Time 6,323,Sustain Time 6
sustainpunch6,sustainPunch6,0.6882900595664978,0.0,1.0,Punch 6,324,Punch 6,324,Punch 6
decaytime6,decayTime6,0.1921594440937042,0.0,1.0,Decay Time 6,325,Decay Time 6,325,Decay Time 6
compressionamount6,compressionAmount6,0.300000011920929,0.0,1.0,Compression 6,326,Compression 6,326,Compression 6
startfrequency6,startFrequency6,0.7557398080825806,0.0,1.0,Frequency 6,327,Frequency 6,327,Frequency 6
minfrequency6,minFrequency6,0.0,0.0,1.0,Frequency Cutoff 6,328,Frequency Cutoff 6,328,Frequency Cutoff 6
slide6,slide6,0.0,-1.0,1.0,Frequency Slide 6,329,Frequency Slide 6,329,Frequency Slide 6
deltaslide6,deltaSlide6,0.0,-1.0,1.0,Delta Slide 6,330,Delta Slide 6,330,Delta Slide 6
vibratodepth6,vibratoDepth6,0.0,0.0,1.0,Vibrato Depth 6,331,Vibrato Depth 6,331,Vibrato Depth 6
vibratospeed6,vibratoSpeed6,0.0,0.0,1.0,Vibrato Speed 6,332,Vibrato Speed 6,332,Vibrato Speed 6
overtones6,overtones6,0.0,0.0,1.0,Harmonics 6,333,Harmonics 6,333,Harmonics 6
overtonefalloff6,overtoneFalloff6,0.0,0.0,1.0,Harmonics Falloff 6,334,Harmonics Falloff 6,334,Harmonics Falloff 6
changerepeat6,changeRepeat6,0.0,0.0,1.0,Pitch Jump Repeat Speed 6,335,Pitch Jump Repeat Speed 6,335,Pitch Jump Repeat Speed 6
changeamount6,changeAmount6,-0.5532752871513367,-1.0,1.0,Pitch Jump Amount 1 6,336,Pitch Jump Amount 1 6,336,Pitch Jump Amount 1 6
changespeed6,changeSpeed6,0.658386766910553,0.0,1.0,Pitch Jump Onset 1 6,337,Pitch Jump Onset 1 6,337,Pitch Jump Onset 1 6
changeamount26,changeAmount26,0.0,-1.0,1.0,Pitch Jump Amount 2 6,338,Pitch Jump Amount 2 6,338,Pitch Jump Amount 2 6
changespeed26,changeSpeed26,0.0,0.0,1.0,Pitch Jump Onset 2 6,339,Pitch Jump Onset 2 6,339,Pitch Jump Onset 2 6
squareduty6,squareDuty6,0.0,0.0,1.0,Square Duty 6,340,Square Duty 6,340,Square Duty 6
dutysweep6,dutySweep6,0.0,-1.0,1.0,Duty Sweep 6,341,Duty Sweep 6,341,Duty Sweep 6
repeatspeed6,repeatSpeed6,0.0,0.0,1.0,Repeat Speed 6,342,Repeat Speed 6,342,Repeat Speed 6
flangeroffset6,flangerOffset6,0.4507004618644714,-1.0,1.0,Flanger Offset 6,343,Flanger Offset 6,343,Flanger Offset 6
flangersweep6,flangerSweep6,-0.2284148037433624,-1.0,1.0,Flanger Sweep 6,344,Flanger Sweep 6,344,Flanger Sweep 6
lpfiltercutoff6,lpFilterCutoff6,1.0,0.0,1.0,LP Filter Cutoff 6,345,LP Filter Cutoff 6,345,LP Filter Cutoff 6
lpfiltercutoffsweep6,lpFilterCutoffSweep6,0.0,-1.0,1.0,LP Filter Cutoff Sweep 6,346,LP Filter Cutoff Sweep 6,346,LP Filter Cutoff Sweep 6
lpfilterresonance6,lpFilterResonance6,0.0,0.0,1.0,LP Filter Resonance 6,347,LP Filter Resonance 6,347,LP Filter Resonance 6
hpfiltercutoff6,hpFilterCutoff6,0.0,0.0,1.0,HP Filter Cutoff 6,348,HP Filter Cutoff 6,348,HP Filter Cutoff 6
hpfiltercutoffsweep6,hpFilterCutoffSweep6,0.0,-1.0,1.0,HP Filter Cutoff Sweep 6,349,HP Filter Cutoff Sweep 6,349,HP Filter Cutoff Sweep 6
bitcrush6,bitCrush6,0.0,0.0,1.0,Bit Crush 6,350,Bit Crush 6,350,Bit Crush 6
bitcrushsweep6,bitCrushSweep6,0.0,-1.0,1.0,Bit Crush Sweep 6,351,Bit Crush Sweep 6,351,Bit Crush Sweep 6
wavetype6l,waveType6l,0.0,0.0,1.0,Wave Type 6 Lock,352,Wave Type 6 Lock,352,Wave Type 6 Lock
mastervolume6l,masterVolume6l,1.0,0.0,1.0,Master Volume 6 Lock,353,Master Volume 6 Lock,353,Master Volume 6 Lock
attacktime6l,attackTime6l,0.0,0.0,1.0,Attack Time 6 Lock,354,Attack Time 6 Lock,354,Attack Time 6 Lock
sustaintime6l,sustainTime6l,0.0,0.0,1.0,Sustain Time 6 Lock,355,Sustain Time 6 Lock,355,Sustain Time 6 Lock
sustainpunch6l,sustainPunch6l,0.0,0.0,1.0,Punch 6 Lock,356,Punch 6 Lock,356,Punch 6 Lock
decaytime6l,decayTime6l,0.0,0.0,1.0,Decay Time 6 Lock,357,Decay Time 6 Lock,357,Decay Time 6 Lock
compressionamount6l,compressionAmount6l,0.0,0.0,1.0,Compression 6 Lock,358,Compression 6 Lock,358,Compression 6 Lock
startfrequency6l,startFrequency6l,0.0,0.0,1.0,Frequency 6 Lock,359,Frequency 6 Lock,359,Frequency 6 Lock
minfrequency6l,minFrequency6l,0.0,0.0,1.0,Frequency Cutoff 6 Lock,360,Frequency Cutoff 6 Lock,360,Frequency Cutoff 6 Lock
slide6l,slide6l,0.0,0.0,1.0,Frequency Slide 6 Lock,361,Frequency Slide 6 Lock,361,Frequency Slide 6 Lock
deltaslide6l,deltaSlide6l,0.0,0.0,1.0,Delta Slide 6 Lock,362,Delta Slide 6 Lock,362,Delta Slide 6 Lock
vibratodepth6l,vibratoDepth6l,0.0,0.0,1.0,Vibrato Depth 6 Lock,363,Vibrato Depth 6 Lock,363,Vibrato Depth 6 Lock
vibratospeed6l,vibratoSpeed6l,0.0,0.0,1.0,Vibrato Speed 6 Lock,364,Vibrato Speed 6 Lock,364,Vibrato Speed 6 Lock
overtones6l,overtones6l,0.0,0.0,1.0,Harmonics 6 Lock,365,Harmonics 6 Lock,365,Harmonics 6 Lock
overtonefalloff6l,overtoneFalloff6l,0.0,0.0,1.0,Harmonics Falloff 6 Lock,366,Harmonics Falloff 6 Lock,366,Harmonics Falloff 6 Lock
changerepeat6l,changeRepeat6l,0.0,0.0,1.0,Pitch Jump Repeat Speed 6 Lock,367,Pitch Jump Repeat Speed 6 Lock,367,Pitch Jump Repeat Speed 6 Lock
changeamount6l,changeAmount6l,0.0,0.0,1.0,Pitch Jump Amount 1 6 Lock,368,Pitch Jump Amount 1 6 Lock,368,Pitch Jump Amount 1 6 Lock
changespeed6l,changeSpeed6l,0.0,0.0,1.0,Pitch Jump Onset 1 6 Lock,369,Pitch Jump Onset 1 6 Lock,369,Pitch Jump Onset 1 6 Lock
changeamount26l,changeAmount26l,0.0,0.0,1.0,Pitch Jump Amount 2 6 Lock,370,Pitch Jump Amount 2 6 Lock,370,Pitch Jump Amount 2 6 Lock
changespeed26l,changeSpeed26l,0.0,0.0,1.0,Pitch Jump Onset 2 6 Lock,371,Pitch Jump Onset 2 6 Lock,371,Pitch Jump Onset 2 6 Lock
squareduty6l,squareDuty6l,0.0,0.0,1.0,Square Duty 6 Lock,372,Square Duty 6 Lock,372,Square Duty 6 Lock
dutysweep6l,dutySweep6l,0.0,0.0,1.0,Duty Sweep 6 Lock,373,Duty Sweep 6 Lock,373,Duty Sweep 6 Lock
repeatspeed6l,repeatSpeed6l,0.0,0.0,1.0,Repeat Speed 6 Lock,374,Repeat Speed 6 Lock,374,Repeat Speed 6 Lock
flangeroffset6l,flangerOffset6l,0.0,0.0,1.0,Flanger Offset 6 Lock,375,Flanger Offset 6 Lock,375,Flanger Offset 6 Lock
flangersweep6l,flangerSweep6l,0.0,0.0,1.0,Flanger Sweep 6 Lock,376,Flanger Sweep 6 Lock,376,Flanger Sweep 6 Lock
lpfiltercutoff6l,lpFilterCutoff6l,0.0,0.0,1.0,LP Filter Cutoff 6 Lock,377,LP Filter Cutoff 6 Lock,377,LP Filter Cutoff 6 Lock
lpfiltercutoffsweep6l,lpFilterCutoffSweep6l,0.0,0.0,1.0,LP Filter Cutoff Sweep 6 Lock,378,LP Filter Cutoff Sweep 6 Lock,378,LP Filter Cutoff Sweep 6 Lock
lpfilterresonance6l,lpFilterResonance6l,0.0,0.0,1.0,LP Filter Resonance 6 Lock,379,LP Filter Resonance 6 Lock,379,LP Filter Resonance 6 Lock
hpfiltercutoff6l,hpFilterCutoff6l,0.0,0.0,1.0,HP Filter Cutoff 6 Lock,380,HP Filter Cutoff 6 Lock,380,HP Filter Cutoff 6 Lock
hpfiltercutoffsweep6l,hpFilterCutoffSweep6l,0.0,0.0,1.0,HP Filter Cutoff Sweep 6 Lock,381,HP Filter Cutoff Sweep 6 Lock,381,HP Filter Cutoff Sweep 6 Lock
bitcrush6l,bitCrush6l,0.0,0.0,1.0,Bit Crush 6 Lock,382,Bit Crush 6 Lock,382,Bit Crush 6 Lock
